budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
25000000, 28|  Action|  12|  Adventure|  35|  Comedy,0,11676, 897|  rap music|  1326|  infidelity|  3016|  security camera|  6203|  loss|  8207|  crook|  9740|  sociopath|  9748|  revenge|  9854|  artifact|  11314|  f word|  12425|  racism|  15009|  criminal|  15291|  on the road|  18034|  desert|  41180|  security guard|  155419|  shoplifting|  160362|  screwball|  163975|  reckless driving|  167043|  road movie|  167541|  buddy comedy|  167982|  unlikely friendship|  168736|  carjacker|  168750|  advertising executive|  168763|  suv|  179430|  aftercreditsstinger,en,Nothing to Lose,Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair| he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.,8.618208, Touchstone Pictures|  9195,18-07-1997,0,97, en|  English,Released,When the odds are against you| sometimes the only bet is yourself.,Nothing to Lose,6.3,174
23000000, 18|  Drama|  36|  History,0,746, 188|  buddhism|  233|  japan|  236|  suicide|  478|  china|  1252|  suicide attempt|  1327|  war crimes|  1412|  becoming an adult|  1533|  isolation|  1601|  war on drugs|  2020|  revolution|  2280|  emperor|  2692|  arranged marriage|  3995|  manchuria|  3996|  dynasty|  3999|  reeducation camp|  4004|  cultural revolution|  4005|  human experimentation|  6091|  war|  6285|  coup d'etat|  10508|  teacher|  33683|  beijing|  163048|  decadence|  173644|  communism,en,The Last Emperor,A dramatic history of Pu Yi| the last of the Emperors of China| from his lofty birth and brief reign in the Forbidden City| the object of worship by half a billion people; through his abdication| his decline and dissolute lifestyle; his exploitation by the invading Japanese| and finally to his obscure existence as just another peasant worker in the People's Republic.,21.189028, Columbia Pictures|  5|  Hemdale Film Corporation|  469|  Recorded Pictures Company|  470|  Soprofilms|  472|  TAO Film|  473|  Yanco|  474,21-10-1987,43984230,163, cs|  \u010cesk\u00fd|  en|  English|  ja|  \u65e5\u672c\u8a9e|  zh|  \u666e\u901a\u8bdd|  ru|  P\u0443\u0441\u0441\u043a\u0438\u0439,Released,He was the Lord of Ten Thousand Years| the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change.,The Last Emperor,7.4,355
25000000, 53|  Thriller|  28|  Action|  18|  Drama|  80|  Crime,http://www.contrabandmovie.net,77866, 11429|  head wound|  15009|  criminal|  41180|  security guard|  190165|  contraband,en,Contraband,When his brother-in-law runs afoul of a drug lord| family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong| and Farraday finds himself wanted by cops| crooks and killers alike.,31.364901, Universal Pictures|  33|  StudioCanal|  694|  Relativity Media|  7295|  Leverage Management|  8536|  Closest to the Hole Productions|  8537|  Farraday Films|  8538|  Leverage Entertainment|  8539|  Working Title Films|  10163|  Blueeyes Productions|  10970,12-01-2012,63100000,109, en|  English,Released,What would you hide to protect your family?,Contraband,6.1,770
0, 28|  Action|  12|  Adventure|  35|  Comedy,0,9416, 378|  prison|  1384|  diamant|  2019|  liberation of prisoners|  3543|  transport of prisoners|  4434|  interview|  5638|  arrest,en,Money Talks,Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals| a small-time huckster makes a deal with a TV newsman for protection.,7.615653, New Line Cinema|  12,22-08-1997,0,97, en|  English,Released,This ain't no buddy movie.,Money Talks,5.9,87
25000000, 18|  Drama,0,7345, 380|  brother brother relationship|  1635|  deaf-mute|  2355|  american dream|  3419|  fanatic|  3535|  pipeline|  5175|  petrol|  5905|  father|  6669|  step father|  10590|  oil|  10594|  money|  15127|  killer|  33457|  alcoholic,en,There Will Be Blood,When ruthless oil prospector| Daniel Plainview learns of oil-rich land in California that can be bought cheaply| he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man| Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time| Plainview's gradual accumulation of wealth and power causes his true self to surface| and he begins to slowly alienate himself from everyone in his life.,37.817905, Miramax Films|  14|  Ghoulardi Film Company|  178|  Paramount Vantage|  838,28-12-2007,77208711,158, en|  English,Released,There Will Be Greed. There Will Be Vengeance.,There Will Be Blood,7.9,1537
35000000, 16|  Animation|  12|  Adventure|  10751|  Family,0,14317, 1156|  sister sister relationship|  3513|  safari|  9902|  wildlife|  18161|  baboon|  157972|  chimpanzee|  187056|  woman director,en,The Wild Thornberrys Movie,Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger| and Eliza might have to give up her power to talk to animals....,5.784661, Paramount Pictures|  4|  Nickelodeon Movies|  2348|  Paramount Animation|  24955,20-12-2002,0,85, en|  English|  it|  Italiano,Released,You don't need extraordinary powers to do extraordinary things.,The Wild Thornberrys Movie,5.8,44
0, 16|  Animation|  10751|  Family,0,20694, 9963|  kids and family,en,Rugrats Go Wild,Rugrats Go Wild is a 2003 crossover animated film| with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13| 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale| after the show ceased production. As there are currently no further Rugrats movies in production| Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film| it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard| the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!,8.255708, Nickelodeon Movies|  2348|  Paramount Animation|  24955,13-06-2003,0,84, en|  English,Released,The Family Vacation Goes Overboard,Rugrats Go Wild,5.6,61
25000000, 28|  Action|  35|  Comedy,0,12277, 840|  usa president|  848|  double life|  1474|  policy and organisations|  1568|  undercover|  2051|  intelligence|  9104|  partner|  179431|  duringcreditsstinger,en,Undercover Brother,An Afro-American organization| the B.R.O.T.H.E.R.H.O.O.D.| is in permanent fight against a white organization The Man defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign| Undercover Brother is hired to work undercover for The Man and find what happened with the potential candidate.,6.086083, Universal Pictures|  33,31-05-2002,41604473,86, en|  English,Released,He's All Action,Undercover Brother,5.5,112
25000000, 18|  Drama|  35|  Comedy,0,9779, 65|  holiday|  5248|  female friendship|  9634|  jeans|  10683|  coming of age|  10809|  teenage girl|  13088|  summer|  223438|  based on young adult novel,en,The Sisterhood of the Traveling Pants,Four best friends (Tibby| Lena| Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them| despite their differing sizes| and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart| the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.,17.17372, DiNovi Pictures|  813|  Alcon Entertainment|  1088|  Alloy Entertainment|  10067,01-06-2005,39053061,119, en|  English|  el|  \u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac|  es|  Espa\u00f1ol,Released,Laugh. Cry. Share the pants.,The Sisterhood of the Traveling Pants,6.3,386
25000000, 28|  Action|  80|  Crime|  53|  Thriller,0,2140, 90|  paris|  549|  prostitute|  14964|  drug,en,Kiss of the Dragon,Liu Jian| an elite Chinese police officer| comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder| he must go into hiding and find new allies.,16.936576, Twentieth Century Fox Film Corporation|  306|  Current Entertainment|  972|  Immortal Entertainment|  973|  Canal+|  5358|  EuropaCorp|  6896|  Quality Growth International Ltd.|  73954,06-07-2001,64437847,98, en|  English|  fr|  Fran\u00e7ais|  zh|  \u666e\u901a\u8bdd,Released,Kiss Fear Goodbye,Kiss of the Dragon,6.4,298
25000000, 10749|  Romance|  35|  Comedy,http://www.thehousebunny.com/,12620, 2389|  virgin|  2483|  nudity|  3616|  college|  4328|  costume|  5828|  yoga|  7984|  bikini|  8508|  party|  9639|  playboy|  9890|  jail|  10058|  sorority|  13149|  pregnancy|  14818|  model|  156401|  car wash|  157632|  fraternity|  187327|  pledge,en,The House Bunny,Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go| fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class| the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal| they need Shelley to teach them the ways of makeup and men; at the same time| Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.,25.838073, Columbia Pictures|  5|  Happy Madison Productions|  2608|  Relativity Media|  7295|  Alta Loma Entertainment|  15636,22-08-2008,70442940,97, en|  English,Released,For the girls of ZETA house college life was no party| until Shelley showed up.,The House Bunny,5.6,529
25000000, 35|  Comedy|  10749|  Romance,0,14177,0,en,Beauty Shop,You thought you'd heard it all in the barbershop| but you haven't heard anything yet - the women get their own chance to shampoo| shine| and speak their minds in Beauty Shop.,5.625632, Metro-Goldwyn-Mayer (MGM)|  8411,02-06-2005,36351350,105, en|  English,Released,A Cut Above,Beauty Shop,5.4,115
25000000, 18|  Drama,http://movies.disney.com/million-dollar-arm,198185, 1480|  baseball|  6075|  sport|  179431|  duringcreditsstinger,en,Million Dollar Arm,In a last-ditch effort to save his career| sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB| who learns valuable lessons about teamwork| commitment and family.,17.312433, Walt Disney Pictures|  2,09-05-2014,38307627,124, hi|  \u0939\u093f\u0928\u094d\u0926\u0940|  en|  English,Released,Sometimes to win| sometimes you have to change the game,Million Dollar Arm,6.6,259
25000000, 18|  Drama|  878|  Science Fiction,http://thegiverfilm.com/,227156, 4565|  dystopia|  12999|  black and white|  223438|  based on young adult novel,en,The Giver,In a seemingly perfect community| without war| pain| suffering| differences or choice| a young boy is chosen to learn from an elderly man about the true pain and pleasure of the real world.,53.811461, The Weinstein Company|  308|  Walden Media|  10221|  Tonik Productions|  17145|  Asis Productions|  53464,11-08-2014,66980456,94, en|  English,Released,Search for truth. Find freedom.,The Giver,6.4,1798
0, 35|  Comedy,0,10735, 212|  london england|  392|  england|  5600|  daughter|  6083|  politician|  10809|  teenage girl|  15300|  father daughter relationship|  34061|  american abroad|  155722|  teen comedy|  187056|  woman director,en,What a Girl Wants,An American girl| Daphne| heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother| she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.,7.057765, DiNovi Pictures|  813|  Gerber Pictures|  975|  Gaylord Films|  5367|  Warner Bros.|  6194|  Sloane Square Films|  67990|  HSI Tomorrow Film|  67991,27-03-2003,0,105, en|  English,Released,Trying to fit in. Born to stand out.,What a Girl Wants,5.8,368
